,ghsa_id,cve_id,url,html_url,summary,description,type,severity,repository_advisory_url,source_code_location,identifiers_0_value,identifiers_0_type,identifiers_1_value,identifiers_1_type,references,published_at,updated_at,github_reviewed_at,nvd_published_at,withdrawn_at,vulnerabilities_0_package_ecosystem,vulnerabilities_0_package_name,vulnerabilities_0_vulnerable_version_range,vulnerabilities_0_first_patched_version,vulnerabilities_0_vulnerable_functions,cvss_vector_string,cvss_score,cwes_0_cwe_id,cwes_0_name,credits,vulnerabilities_1_package_ecosystem,vulnerabilities_1_package_name,vulnerabilities_1_vulnerable_version_range,vulnerabilities_1_first_patched_version,vulnerabilities_1_vulnerable_functions,vulnerabilities_2_package_ecosystem,vulnerabilities_2_package_name,vulnerabilities_2_vulnerable_version_range,vulnerabilities_2_first_patched_version,vulnerabilities_2_vulnerable_functions,vulnerabilities_3_package_ecosystem,vulnerabilities_3_package_name,vulnerabilities_3_vulnerable_version_range,vulnerabilities_3_first_patched_version,vulnerabilities_3_vulnerable_functions,cwes_1_cwe_id,cwes_1_name,cwes,vulnerabilities_4_package_ecosystem,vulnerabilities_4_package_name,vulnerabilities_4_vulnerable_version_range,vulnerabilities_4_first_patched_version,vulnerabilities_4_vulnerable_functions,vulnerabilities_5_package_ecosystem,vulnerabilities_5_package_name,vulnerabilities_5_vulnerable_version_range,vulnerabilities_5_first_patched_version,vulnerabilities_5_vulnerable_functions,vulnerabilities_6_package_ecosystem,vulnerabilities_6_package_name,vulnerabilities_6_vulnerable_version_range,vulnerabilities_6_first_patched_version,vulnerabilities_6_vulnerable_functions,vulnerabilities_7_package_ecosystem,vulnerabilities_7_package_name,vulnerabilities_7_vulnerable_version_range,vulnerabilities_7_first_patched_version,vulnerabilities_7_vulnerable_functions,vulnerabilities_8_package_ecosystem,vulnerabilities_8_package_name,vulnerabilities_8_vulnerable_version_range,vulnerabilities_8_first_patched_version,vulnerabilities_8_vulnerable_functions,vulnerabilities_9_package_ecosystem,vulnerabilities_9_package_name,vulnerabilities_9_vulnerable_version_range,vulnerabilities_9_first_patched_version,vulnerabilities_9_vulnerable_functions,cwes_2_cwe_id,cwes_2_name,vulnerabilities_10_package_ecosystem,vulnerabilities_10_package_name,vulnerabilities_10_vulnerable_version_range,vulnerabilities_10_first_patched_version,vulnerabilities_10_vulnerable_functions,vulnerabilities_11_package_ecosystem,vulnerabilities_11_package_name,vulnerabilities_11_vulnerable_version_range,vulnerabilities_11_first_patched_version,vulnerabilities_11_vulnerable_functions,vulnerabilities_12_package_ecosystem,vulnerabilities_12_package_name,vulnerabilities_12_vulnerable_version_range,vulnerabilities_12_first_patched_version,vulnerabilities_12_vulnerable_functions,vulnerabilities_2_vulnerable_functions_0,cwes_3_cwe_id,cwes_3_name,cwes_4_cwe_id,cwes_4_name,vulnerabilities_13_package_ecosystem,vulnerabilities_13_package_name,vulnerabilities_13_vulnerable_version_range,vulnerabilities_13_first_patched_version,vulnerabilities_13_vulnerable_functions,vulnerabilities_14_package_ecosystem,vulnerabilities_14_package_name,vulnerabilities_14_vulnerable_version_range,vulnerabilities_14_first_patched_version,vulnerabilities_14_vulnerable_functions
209,GHSA-4gm9-c9jq-g523,CVE-2023-2666,https://api.github.com/advisories/GHSA-4gm9-c9jq-g523,https://github.com/advisories/GHSA-4gm9-c9jq-g523,Froxlor vulnerable to Allocation of Resources Without Limits or Throttling,,reviewed,medium,,https://github.com/froxlor/froxlor,GHSA-4gm9-c9jq-g523,GHSA,CVE-2023-2666,CVE,,2023-05-19T18:30:25Z,2023-05-19T23:46:03Z,2023-05-19T23:46:03Z,,,composer,froxlor/froxlor,< 2.0.16,2.0.16,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H,6.5,CWE-770,Allocation of Resources Without Limits or Throttling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,GHSA-36cm-h8gv-mg97,CVE-2023-2665,https://api.github.com/advisories/GHSA-36cm-h8gv-mg97,https://github.com/advisories/GHSA-36cm-h8gv-mg97,RosarioSIS Stores Sensitive Data in a Mechanism without Access Control,,reviewed,high,,https://github.com/francoisjacquet/rosariosis,GHSA-36cm-h8gv-mg97,GHSA,CVE-2023-2665,CVE,,2023-05-19T18:30:25Z,2023-05-19T23:45:12Z,2023-05-19T23:45:12Z,,,composer,francoisjacquet/rosariosis,< 11.0,11.0,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,7.5,CWE-921,Storage of Sensitive Data in a Mechanism without Access Control,,,,,,,,,,,,,,,,,CWE-922,Insecure Storage of Sensitive Information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,GHSA-h538-r9x6-rcmc,CVE-2023-30124,https://api.github.com/advisories/GHSA-h538-r9x6-rcmc,https://github.com/advisories/GHSA-h538-r9x6-rcmc,LavaLite vulnerable to Cross Site Scripting,,reviewed,medium,,https://github.com/LavaLite/cms,GHSA-h538-r9x6-rcmc,GHSA,CVE-2023-30124,CVE,,2023-05-18T03:30:20Z,2023-06-03T05:00:56Z,2023-05-18T17:27:27Z,,,composer,lavalite/cms,<= 9.0.0,,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,GHSA-95x4-j7vc-h8mf,CVE-2023-26044,https://api.github.com/advisories/GHSA-95x4-j7vc-h8mf,https://github.com/advisories/GHSA-95x4-j7vc-h8mf,ReactPHP's HTTP server continues parsing unused multipart parts after reaching input field and file upload limits,,reviewed,medium,https://api.github.com/repos/reactphp/http/security-advisories/GHSA-95x4-j7vc-h8mf,https://github.com/reactphp/http,GHSA-95x4-j7vc-h8mf,GHSA,CVE-2023-26044,CVE,,2023-05-17T17:07:57Z,2023-05-22T21:29:43Z,2023-05-17T17:07:57Z,,,composer,react/http,">= 0.8.0, < 1.9.0",1.9.0,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,5.3,CWE-400,Uncontrolled Resource Consumption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,GHSA-25fx-3c2q-cq46,CVE-2023-2756,https://api.github.com/advisories/GHSA-25fx-3c2q-cq46,https://github.com/advisories/GHSA-25fx-3c2q-cq46,pimcore/customer-management-framework-bundle has SQL Injection vulnerability in Segment Assignment query,,reviewed,high,https://api.github.com/repos/pimcore/customer-data-framework/security-advisories/GHSA-25fx-3c2q-cq46,https://github.com/pimcore/customer-data-framework,GHSA-25fx-3c2q-cq46,GHSA,CVE-2023-2756,CVE,,2023-05-17T15:48:04Z,2023-05-25T21:32:03Z,2023-05-17T15:48:04Z,,,composer,pimcore/customer-management-framework-bundle,< 3.3.10,3.3.10,[],CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,GHSA-vppq-6ff8-2m8w,CVE-2023-2753,https://api.github.com/advisories/GHSA-vppq-6ff8-2m8w,https://github.com/advisories/GHSA-vppq-6ff8-2m8w,phpMyFAQ vulnerable to stored Cross-site Scripting,,reviewed,medium,,https://github.com/thorsten/phpmyfaq,GHSA-vppq-6ff8-2m8w,GHSA,CVE-2023-2753,CVE,,2023-05-17T09:30:16Z,2023-05-24T17:08:58Z,2023-05-17T17:04:44Z,,,composer,thorsten/phpmyfaq,< 3.2.0-beta,3.2.0-beta,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,GHSA-j657-pjgc-c4h6,CVE-2023-2752,https://api.github.com/advisories/GHSA-j657-pjgc-c4h6,https://github.com/advisories/GHSA-j657-pjgc-c4h6,phpMyFAQ vulnerable to stored Cross-site Scripting,,reviewed,medium,,https://github.com/thorsten/phpmyfaq,GHSA-j657-pjgc-c4h6,GHSA,CVE-2023-2752,CVE,,2023-05-17T09:30:16Z,2023-05-24T17:09:15Z,2023-05-17T17:05:01Z,,,composer,thorsten/phpmyfaq,< 3.2.0-beta,3.2.0-beta,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,GHSA-w2pm-fr62-jgv4,CVE-2021-27131,https://api.github.com/advisories/GHSA-w2pm-fr62-jgv4,https://github.com/advisories/GHSA-w2pm-fr62-jgv4,Moodle vulnerable to stored Cross-site Scripting,,reviewed,medium,,https://github.com/moodle/moodle,GHSA-w2pm-fr62-jgv4,GHSA,CVE-2021-27131,CVE,,2023-05-16T21:30:23Z,2023-06-14T17:11:57Z,2023-05-17T17:05:54Z,,,composer,moodle/moodle,<= 3.10.1,,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,GHSA-q3p4-v2cm-q945,CVE-2023-2730,https://api.github.com/advisories/GHSA-q3p4-v2cm-q945,https://github.com/advisories/GHSA-q3p4-v2cm-q945,Pimcore Cross-site Scripting vulnerability,,reviewed,medium,,https://github.com/pimcore/pimcore,GHSA-q3p4-v2cm-q945,GHSA,CVE-2023-2730,CVE,,2023-05-16T12:30:25Z,2023-05-22T20:30:00Z,2023-05-16T17:30:52Z,,,composer,pimcore/pimcore,< 10.3.3,10.3.3,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,GHSA-2mhh-27v7-3vcx,CVE-2023-32073,https://api.github.com/advisories/GHSA-2mhh-27v7-3vcx,https://github.com/advisories/GHSA-2mhh-27v7-3vcx,WWBN AVideo command injection vulnerability,,reviewed,high,https://api.github.com/repos/WWBN/AVideo/security-advisories/GHSA-2mhh-27v7-3vcx,https://github.com/WWBN/AVideo,GHSA-2mhh-27v7-3vcx,GHSA,CVE-2023-32073,CVE,,2023-05-12T20:20:39Z,2023-05-12T20:20:40Z,2023-05-12T20:20:39Z,,,composer,wwbn/avideo,<= 12.4,,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,8.8,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,GHSA-fjx5-xm7q-whvj,CVE-2023-30130,https://api.github.com/advisories/GHSA-fjx5-xm7q-whvj,https://github.com/advisories/GHSA-fjx5-xm7q-whvj,CraftCMS allows remote attacker to execute arbitrary code via crafted script to Section parameter,,reviewed,high,,https://github.com/craftcms/cms,GHSA-fjx5-xm7q-whvj,GHSA,CVE-2023-30130,CVE,,2023-05-12T12:30:19Z,2023-05-22T21:30:15Z,2023-05-12T20:14:07Z,,,composer,craftcms/cms,<= 3.8.1,,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,8.8,CWE-94,Improper Control of Generation of Code ('Code Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,GHSA-6vcf-cfjp-qxcw,CVE-2023-27238,https://api.github.com/advisories/GHSA-6vcf-cfjp-qxcw,https://github.com/advisories/GHSA-6vcf-cfjp-qxcw,LavaLite vulnerable to web cache poisoning ,,reviewed,critical,,https://github.com/LavaLite/cms,GHSA-6vcf-cfjp-qxcw,GHSA,CVE-2023-27238,CVE,,2023-05-12T12:30:18Z,2023-05-22T21:30:25Z,2023-05-12T15:21:06Z,,,composer,lavalite/cms,<= 9.0.0,,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,9.8,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,GHSA-94q4-v5g6-qp7x,CVE-2023-27237,https://api.github.com/advisories/GHSA-94q4-v5g6-qp7x,https://github.com/advisories/GHSA-94q4-v5g6-qp7x,LavaLite CMS vulnerable to host header injection attack,,reviewed,medium,,https://github.com/LavaLite/cms,GHSA-94q4-v5g6-qp7x,GHSA,CVE-2023-27237,CVE,,2023-05-12T12:30:18Z,2023-05-23T22:39:35Z,2023-05-12T20:16:19Z,,,composer,lavalite/cms,<= 9.0.0,,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,GHSA-6mhc-hqr3-w466,CVE-2023-31508,https://api.github.com/advisories/GHSA-6mhc-hqr3-w466,https://github.com/advisories/GHSA-6mhc-hqr3-w466,Duplicate Advisory: PrestaShop Cross-site Scripting vulnerability,,reviewed,medium,,https://github.com/PrestaShop/PrestaShop,GHSA-6mhc-hqr3-w466,GHSA,CVE-2023-31508,CVE,,2023-05-12T00:30:18Z,2023-06-06T20:28:07Z,2023-05-12T20:19:08Z,,2023-06-06T20:28:06Z,composer,prestashop/prestashop,<= 1.7.7.4,,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,GHSA-w766-3572-f2hv,CVE-2023-2630,https://api.github.com/advisories/GHSA-w766-3572-f2hv,https://github.com/advisories/GHSA-w766-3572-f2hv,Pimcore Cross-site Scripting (XSS) vulnerability in Admin Translations,,reviewed,medium,https://api.github.com/repos/pimcore/pimcore/security-advisories/GHSA-w766-3572-f2hv,https://github.com/pimcore/pimcore,GHSA-w766-3572-f2hv,GHSA,CVE-2023-2630,CVE,,2023-05-11T20:42:37Z,2023-05-17T15:37:48Z,2023-05-11T20:42:37Z,,,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:L/A:N,4.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,GHSA-mq3x-qgwx-3rfw,CVE-2023-2629,https://api.github.com/advisories/GHSA-mq3x-qgwx-3rfw,https://github.com/advisories/GHSA-mq3x-qgwx-3rfw,Embedding untrusted input inside CSV files leads to Formula Injection/CSV Injection,,reviewed,high,https://api.github.com/repos/pimcore/customer-data-framework/security-advisories/GHSA-mq3x-qgwx-3rfw,https://github.com/pimcore/customer-data-framework,GHSA-mq3x-qgwx-3rfw,GHSA,CVE-2023-2629,CVE,,2023-05-11T20:41:24Z,2023-05-17T18:48:08Z,2023-05-11T20:41:24Z,,,composer,pimcore/customer-management-framework-bundle,< 3.3.9,3.3.9,[],CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,7.8,CWE-1236,Improper Neutralization of Formula Elements in a CSV File,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,GHSA-mhpj-7m7h-8p6x,CVE-2023-2616,https://api.github.com/advisories/GHSA-mhpj-7m7h-8p6x,https://github.com/advisories/GHSA-mhpj-7m7h-8p6x,Pimcore Cross-site Scripting (XSS) in Static Routes name field,,reviewed,medium,https://api.github.com/repos/pimcore/pimcore/security-advisories/GHSA-mhpj-7m7h-8p6x,https://github.com/pimcore/pimcore,GHSA-mhpj-7m7h-8p6x,GHSA,CVE-2023-2616,CVE,,2023-05-11T20:29:01Z,2023-05-11T20:29:01Z,2023-05-11T20:29:01Z,,,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:H/A:N,6.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,GHSA-x99j-r8vv-gwwj,CVE-2023-32075,https://api.github.com/advisories/GHSA-x99j-r8vv-gwwj,https://github.com/advisories/GHSA-x99j-r8vv-gwwj,Pimcore vulnerable to Business Logic Errors via Customer automation rules,,reviewed,medium,https://api.github.com/repos/pimcore/customer-data-framework/security-advisories/GHSA-x99j-r8vv-gwwj,https://github.com/pimcore/customer-data-framework,GHSA-x99j-r8vv-gwwj,GHSA,CVE-2023-32075,CVE,,2023-05-11T16:39:47Z,2023-05-11T21:00:51Z,2023-05-11T16:39:47Z,,,composer,pimcore/customer-management-framework-bundle,< 3.3.9,3.3.9,[],CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,4.3,CWE-20,Improper Input Validation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,GHSA-m6m9-gr85-79vm,CVE-2023-2614,https://api.github.com/advisories/GHSA-m6m9-gr85-79vm,https://github.com/advisories/GHSA-m6m9-gr85-79vm,Pimcore Cross-site Scripting (XSS) in name field of Custom Reports,,reviewed,medium,https://api.github.com/repos/pimcore/pimcore/security-advisories/GHSA-m6m9-gr85-79vm,https://github.com/pimcore/pimcore,GHSA-m6m9-gr85-79vm,GHSA,CVE-2023-2614,CVE,,2023-05-10T21:26:32Z,2023-05-10T21:26:33Z,2023-05-10T21:26:32Z,,,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,GHSA-q7cc-m6jw-m262,CVE-2023-2615,https://api.github.com/advisories/GHSA-q7cc-m6jw-m262,https://github.com/advisories/GHSA-q7cc-m6jw-m262,Pimcore Cross-site Scripting (XSS) in Predefined Properties delete,,reviewed,medium,https://api.github.com/repos/pimcore/pimcore/security-advisories/GHSA-q7cc-m6jw-m262,https://github.com/pimcore/pimcore,GHSA-q7cc-m6jw-m262,GHSA,CVE-2023-2615,CVE,,2023-05-10T21:26:05Z,2023-05-10T21:26:08Z,2023-05-10T21:26:05Z,,,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:H/A:N,6.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,GHSA-r3fg-3r88-6x3f,,https://api.github.com/advisories/GHSA-r3fg-3r88-6x3f,https://github.com/advisories/GHSA-r3fg-3r88-6x3f,Ibexa User Settings are accessible on the front-end for anonymous user,,reviewed,medium,https://api.github.com/repos/ibexa/user/security-advisories/GHSA-r3fg-3r88-6x3f,https://github.com/ibexa/user,GHSA-r3fg-3r88-6x3f,GHSA,,,,2023-05-10T21:25:28Z,2023-05-18T18:03:15Z,2023-05-10T21:25:28Z,,,composer,ibexa/user,">= 4.0.0, < 4.4.3",4.4.3,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,5.4,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,GHSA-j93v-cx26-2xc4,,https://api.github.com/advisories/GHSA-j93v-cx26-2xc4,https://github.com/advisories/GHSA-j93v-cx26-2xc4,Duplicate Advisory: Cross-site Scripting (XSS) in Predefined Properties delete,,reviewed,medium,,https://github.com/pimcore/pimcore,GHSA-j93v-cx26-2xc4,GHSA,,,,2023-05-10T06:30:29Z,2023-05-10T21:19:12Z,2023-05-10T21:19:09Z,,2023-05-10T21:19:09Z,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:H/A:N,6.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,GHSA-6gp6-xj27-g89q,,https://api.github.com/advisories/GHSA-6gp6-xj27-g89q,https://github.com/advisories/GHSA-6gp6-xj27-g89q,Duplicate Advisory: Cross-site Scripting (XSS) in name field of Custom Reports,,reviewed,medium,,https://github.com/pimcore/pimcore,GHSA-6gp6-xj27-g89q,GHSA,,,,2023-05-10T06:30:29Z,2023-05-10T21:18:57Z,2023-05-10T21:18:54Z,,2023-05-10T21:18:54Z,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:H/A:N,6.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,GHSA-g947-422m-hr7p,,https://api.github.com/advisories/GHSA-g947-422m-hr7p,https://github.com/advisories/GHSA-g947-422m-hr7p,Duplicate Advisory: Pimcore Cross-site Scripting (XSS) in Static Routes name field,,reviewed,medium,,https://github.com/pimcore/pimcore,GHSA-g947-422m-hr7p,GHSA,,,,2023-05-10T06:30:27Z,2023-05-10T21:18:31Z,2023-05-10T21:18:29Z,,2023-05-10T21:18:29Z,composer,pimcore/pimcore,< 10.5.21,10.5.21,[],CVSS:3.0/AV:N/AC:L/PR:L/UI:R/S:C/C:N/I:H/A:N,6.8,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,GHSA-prj5-2g2p-x2mw,CVE-2023-2591,https://api.github.com/advisories/GHSA-prj5-2g2p-x2mw,https://github.com/advisories/GHSA-prj5-2g2p-x2mw,teampass vulnerable to code injection,,reviewed,high,,https://github.com/nilsteampassnet/TeamPass,GHSA-prj5-2g2p-x2mw,GHSA,CVE-2023-2591,CVE,,2023-05-09T12:30:22Z,2023-05-12T15:23:44Z,2023-05-10T12:50:01Z,,,composer,nilsteampassnet/teampass,< 3.0.7,3.0.7,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:N,7.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,CWE-94,Improper Control of Generation of Code ('Code Injection'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,GHSA-j4mx-98hw-6rv6,CVE-2023-31144,https://api.github.com/advisories/GHSA-j4mx-98hw-6rv6,https://github.com/advisories/GHSA-j4mx-98hw-6rv6,craftcms/cms vulnerable to cross site scripting in RSS feed widget,,reviewed,medium,https://api.github.com/repos/craftcms/cms/security-advisories/GHSA-j4mx-98hw-6rv6,https://github.com/craftcms/cms,GHSA-j4mx-98hw-6rv6,GHSA,CVE-2023-31144,CVE,,2023-05-05T23:13:02Z,2023-05-09T18:48:21Z,2023-05-05T23:13:02Z,,,composer,craftcms/cms,">= 3.0.0, <= 3.8.3",3.8.4,[],CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,6.1,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,composer,craftcms/cms,">= 4.0.0, <= 4.4.3",4.4.4,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,GHSA-2ffp-w665-9mgx,CVE-2023-2516,https://api.github.com/advisories/GHSA-2ffp-w665-9mgx,https://github.com/advisories/GHSA-2ffp-w665-9mgx,Cross Site Scripting in nilsteampassnet/teampass,,reviewed,medium,,https://github.com/nilsteampassnet/teampass,GHSA-2ffp-w665-9mgx,GHSA,CVE-2023-2516,CVE,,2023-05-05T21:31:11Z,2023-05-10T15:31:09Z,2023-05-05T23:20:08Z,,,composer,nilsteampassnet/teampass,< 3.0.7,3.0.7,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N,5.4,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,GHSA-5mf7-p346-7rm8,CVE-2023-2550,https://api.github.com/advisories/GHSA-5mf7-p346-7rm8,https://github.com/advisories/GHSA-5mf7-p346-7rm8,Cross Site Scripting in thorsten/phpmyfaq,,reviewed,high,,https://github.com/thorsten/phpmyfaq,GHSA-5mf7-p346-7rm8,GHSA,CVE-2023-2550,CVE,,2023-05-05T21:31:11Z,2023-05-10T15:28:52Z,2023-05-05T23:14:13Z,,,composer,thorsten/phpmyfaq,< 3.1.13,3.1.13,[],CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:L,8.2,CWE-79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
